u,team,group,lambda1,lambda2
0.8313358293182197,27,7,0,0.24
0.6346691077763186,28,7,0,0.24
1.7426376906605827,29,8,0,0.24
0.5679426703245014,30,8,0,0.24
1.36119336036607,31,8,0,0.24
0.8953781684145435,32,8,0,0.24
1.0328581620817068,1,1,0,0.26
0.6449869178801215,2,1,0,0.26
1.5297276957349233,3,1,0,0.26
1.2350594532843342,4,1,0,0.26
0.4628598119375371,5,2,0,0.26
1.6048770088145772,6,2,0,0.26
0.23324660997936103,7,2,0,0.26
1.3349420353244872,8,2,0,0.26
1.1703857918957565,9,3,0,0.26
1.0104568077755458,10,3,0,0.26
0.43931160342979414,11,3,0,0.26
0.22628221653081662,12,3,0,0.26
1.5996723869728453,13,4,0,0.26
1.469384025839873,14,4,0,0.26
0.8418837668803753,15,4,0,0.26
0.3825421634243824,16,4,0,0.26
0.465316376346938,17,5,0,0.26
0.7394153154652584,18,5,0,0.26
0.9128734449196014,19,5,0,0.26
1.1715924455083988,20,5,0,0.26
0.808210902026945,21,6,0,0.26
0.95345335549577,22,6,0,0.26
1.3462349005754572,23,6,0,0.26
1.4547059749073044,24,6,0,0.26
0.9904599494297471,25,7,0,0.26
1.8903368809217715,26,7,0,0.26
0.8545707424229043,27,7,0,0.26
0.6670174012802893,28,7,0,0.26
1.6889022491528667,29,8,0,0.26
0.5919335503494851,30,8,0,0.26
1.3383783438749959,31,8,0,0.26
0.9081217095358325,32,8,0,0.26
1.0027303423712126,1,1,0,0.28
0.5942778276961403,2,1,0,0.28
1.566131122806874,3,1,0,0.28
1.218353658824536,4,1,0,0.28
0.4499350049774306,5,2,0,0.28
1.6737244022458535,6,2,0,0.28
0.23092359779358743,7,2,0,0.28
1.3631133271540041,8,2,0,0.28
1.1435945106864016,9,3,0,0.28
0.9687805891705649,10,3,0,0.28
0.4119534986027403,11,3,0,0.28
0.215482631424134,12,3,0,0.28
1.681940719252772,13,4,0,0.28
1.5270692614183343,14,4,0,0.28
0.8204576626199109,15,4,0,0.28
0.3720302493328016,16,4,0,0.28
0.43540498433501557,17,5,0,0.28
0.6893312456639262,18,5,0,0.28
0.8685287674071529,19,5,0,0.28
1.1430014688703858,20,5,0,0.28
0.7903648007321232,21,6,0,0.28
0.9433650877197084,22,6,0,0.28
1.3848135226127725,23,6,0,0.28
1.5016416060089581,24,6,0,0.28
0.9388569786041864,25,7,0,0.28
2.0283310788669833,26,7,0,0.28
0.7980536647716104,27,7,0,0.28
0.6093392401414947,28,7,0,0.28
1.7847118611730444,29,8,0,0.28
0.5718824623515467,30,8,0,0.28
1.3808850109128603,31,8,0,0.28
0.8909898134509292,32,8,0,0.28
1.0158862523285244,1,1,0,0.3
0.6278356389118956,2,1,0,0.3
1.5310638960833123,3,1,0,0.3
1.2175041165919427,4,1,0,0.3
0.4701549183475319,5,2,0,0.3
1.633791458071818,6,2,0,0.3
0.24179394834653792,7,2,0,0.3
1.3463036934806971,8,2,0,0.3
1.1519727636930646,9,3,0,0.3
0.9876504507987932,10,3,0,0.3
0.4380096450100931,11,3,0,0.3
0.22939614464655114,12,3,0,0.3
1.6326457156719238,13,4,0,0.3
1.4920265826937307,14,4,0,0.3
0.8359833090147408,15,4,0,0.3
0.3902906611211334,16,4,0,0.3
0.46284387365014684,17,5,0,0.3
0.7213699799542157,18,5,0,0.3
0.8933271015195541,19,5,0,0.3
1.1518070506346088,20,5,0,0.3
0.8061706835459809,21,6,0,0.3
0.9512438043846831,22,6,0,0.3
1.3565958807372245,23,6,0,0.3
1.464951610301565,24,6,0,0.3
0.9617632750635364,25,7,0,0.3
1.944802542282408,26,7,0,0.3
0.8264881952122455,27,7,0,0.3
0.6423378161991318,28,7,0,0.3
1.7231344042384125,29,8,0,0.3
0.5930977910795525,30,8,0,0.3
1.3545840415359718,31,8,0,0.3
0.9031727548484709,32,8,0,0.3
1.02568435697784,1,1,0,0.32
0.6616483392528595,2,1,0,0.32
1.4959616082740583,3,1,0,0.32
1.2133722674710754,4,1,0,0.32
0.4921602171338194,5,2,0,0.32
1.596025069755262,6,2,0,0.32
0.2540930705491476,7,2,0,0.32
1.3297404168832756,8,2,0,0.32
1.156802465905212,9,3,0,0.32
1.0030162385866945,10,3,0,0.32
0.4655774601332869,11,3,0,0.32
0.24458381782166613,12,3,0,0.32
1.586586062915159,13,4,0,0.32
1.4586679359158614,14,4,0,0.32
0.8513254161674301,15,4,0,0.32
0.4108843635001288,16,4,0,0.32
0.4917081252579181,17,5,0,0.32
0.7515248475336972,18,5,0,0.32
0.9143606994220745,19,5,0,0.32
1.1560941677606542,20,5,0,0.32
0.8217112011507949,21,6,0,0.32
0.958159967107007,22,6,0,0.32
1.3297845750434456,23,6,0,0.32
1.4299928303134426,24,6,0,0.32
0.9803129675706138,25,7,0,0.32
1.8679481324206777,26,7,0,0.32
0.8518226151682612,27,7,0,0.32
0.6748440768780233,28,7,0,0.32
1.6659594814782073,29,8,0,0.32
0.6156764207499061,30,8,0,0.32
1.3294774680624044,31,8,0,0.32
0.9144933168400957,32,8,0,0.32
1.0326204235591496,1,1,0,0.34
0.6953740445251133,2,1,0,0.34
1.4610334115744448,3,1,0,0.34
1.2066403189702817,4,1,0,0.34
0.5160503359926542,5,2,0,0.34
1.559973506250021,6,2,0,0.34
0.2681536368701517,7,2,0,0.34
1.3132997774181314,8,2,0,0.34
1.1586259704546427,9,3,0,0.34
1.0152601778840253,10,3,0,0.34
0.49483584421238197,11,3,0,0.34
0.2614384527857447,12,3,0,0.34
1.5431021608616529,13,4,0,0.34
1.4266490476395042,14,4,0,0.34
0.8663561905601164,15,4,0,0.34
0.43422598479076224,16,4,0,0.34
0.5222042535326409,17,5,0,0.34
0.779622346220251,18,5,0,0.34
0.9319342513738597,19,5,0,0.34
1.156621466063689,20,5,0,0.34
0.8368739024279757,21,6,0,0.34
0.9641587761068807,22,6,0,0.34
1.3041336723701955,23,6,0,0.34
1.3964914706209512,24,6,0,0.34
0.99494192508933,25,7,0,0.34
1.7965943362662042,26,7,0,0.34
0.874103117435641,27,7,0,0.34
0.7065361588955725,28,7,0,0.34
1.61235543252314,29,8,0,0.34
0.6395934230062585,30,8,0,0.34
1.3053144608870115,31,8,0,0.34
0.9248817228316183,32,8,0,0.34
1.0418034150004605,1,1,0,0.36
0.7919072881372147,2,1,0,0.36
1.3668219242372741,3,1,0,0.36
1.1820256984099966,4,1,0,0.36
0.6005425516494478,5,2,0,0.36
1.4535287219727597,6,2,0,0.36
0.3151576196455975,7,2,0,0.36
1.2615959460675004,8,2,0,0.36
1.1516390899750637,9,3,0,0.36
1.0396990603870813,10,3,0,0.36
0.5974644119929204,11,3,0,0.36
0.31785223799944057,12,3,0,0.36
1.4219554165921025,13,4,0,0.36
1.3349189603281215,14,4,0,0.36
0.9109618053542021,15,4,0,0.36
0.5215886459108021,16,4,0,0.36
0.6126466804865532,17,5,0,0.36
0.8463484178635106,18,5,0,0.36
0.9647067455860439,19,5,0,0.36
1.143283354903201,20,5,0,0.36
0.8745486589317405,21,6,0,0.36
0.9749021158846516,22,6,0,0.36
1.2361458488137036,23,6,0,0.36
1.3087385726344443,24,6,0,0.36
1.0230193468932847,25,7,0,0.36
1.6143439819013328,26,7,0,0.36
0.9259133904238395,27,7,0,0.36
0.7943056781344587,28,7,0,0.36
1.4725034147201002,29,8,0,0.36
0.7122529884122145,30,8,0,0.36
1.2383239305881273,31,8,0,0.36
0.9485540801628066,32,8,0,0.36
1.0395057561545145,1,1,0,0.38
0.7607165344846636,2,1,0,0.38
1.3920374529473283,3,1,0,0.38
1.1873163285107127,4,1,0,0.38
0.569663711691208,5,2,0,0.38
1.4912852326645603,6,2,0,0.38
0.3034821194108989,7,2,0,0.38
1.280166384160869,8,2,0,0.38
1.1548401616096842,9,3,0,0.38
1.031720892715298,10,3,0,0.38
0.5589352865903993,11,3,0,0.38
0.3024978173483817,12,3,0,0.38
1.46145281968453,13,4,0,0.38
1.365200693324516,14,4,0,0.38
0.8950105763664173,15,4,0,0.38
0.49108554542734845,16,4,0,0.38
0.5885535689589204,17,5,0,0.38
0.8292936481623494,18,5,0,0.38
0.9580460611198152,19,5,0,0.38
1.1487222183464751,20,5,0,0.38
0.8656297099284291,21,6,0,0.38
0.9735728997496492,22,6,0,0.38
1.255393183129071,23,6,0,0.38
1.3328540699315887,24,6,0,0.38
1.0142652550450908,25,7,0,0.38
1.6666860428040704,26,7,0,0.38
0.910131625219093,27,7,0,0.38
0.7661892131306315,28,7,0,0.38
1.5131951039298115,29,8,0,0.38
0.6909765544779316,30,8,0,0.38
1.2589033838736317,31,8,0,0.38
0.9426701491021067,32,8,0,0.38
1.0378787007889543,1,1,0,0.4
0.8357447954691655,2,1,0,0.4
1.3090139890913952,3,1,0,0.4
1.1575519933195548,4,1,0,0.4
0.6571438238234835,5,2,0,0.4
1.3975523236871403,6,2,0,0.4
0.37069594503183406,7,2,0,0.4
1.2310983851767323,8,2,0,0.4
1.1367176555131748,9,3,0,0.4
1.041341486420529,10,3,0,0.4
0.6642819607880264,11,3,0,0.4
0.3832209715210812,12,3,0,0.4
1.3585352841071734,13,4,0,0.4
1.2851609754285505,14,4,0,0.4
0.9302741909933275,15,4,0,0.4
0.5915199738092161,16,4,0,0.4
0.6751761223571846,17,5,0,0.4
0.8760477415076757,18,5,0,0.4
0.9738794218907979,19,5,0,0.4
1.1244555803116865,20,5,0,0.4
0.8944811310849298,21,6,0,0.4
0.9781954351531176,22,6,0,0.4
1.1965141078577886,23,6,0,0.4
1.257449195150496,24,6,0,0.4
1.0248715706957998,25,7,0,0.4
1.521269924034588,26,7,0,0.4
0.9421956324585461,27,7,0,0.4
0.83276288240925,28,7,0,0.4
1.398416606850144,29,8,0,0.4
0.757795849707431,30,8,0,0.4
1.2010511184677783,31,8,0,0.4
0.9577052250934458,32,8,0,0.4
1.0348382115734653,1,1,0,0.42
0.8549338234097683,2,1,0,0.42
1.280779360562666,3,1,0,0.42
1.144701637314599,4,1,0,0.42
0.6851325056562222,5,2,0,0.42
1.3691179094296704,6,2,0,0.42
0.4061049289399141,7,2,0,0.42
1.214992177924724,8,2,0,0.42
1.1277162192091883,9,3,0,0.42
1.0405161504056353,10,3,0,0.42
0.6975035042605218,11,3,0,0.42
0.42650219873420697,12,3,0,0.42
1.3272248112292548,13,4,0,0.42
1.260294893475645,14,4,0,0.42
0.9384438241493556,15,4,0,0.42
0.6279447016868395,16,4,0,0.42
0.7062160622735635,17,5,0,0.42
0.8889578425715488,18,5,0,0.42
0.9768912631957702,19,5,0,0.42
1.1139237191894862,20,5,0,0.42
0.9034110031871749,21,6,0,0.42
0.97906069267795,22,6,0,0.42
1.1770308332372248,23,6,0,0.42
1.2324763086576418,24,6,0,0.42
1.0242425545666558,25,7,0,0.42
1.4764644660235644,26,7,0,0.42
0.9486093468351352,27,7,0,0.42
0.84991155333243,28,7,0,0.42
1.3625649609547288,29,8,0,0.42
0.7797531617751112,30,8,0,0.42
1.1824948665066504,31,8,0,0.42
0.961244507053684,32,8,0,0.42
1.0310414104716625,1,1,0,0.44
0.872953253666284,2,1,0,0.44
1.2520268539404387,3,1,0,0.44
1.1310561989293166,4,1,0,0.44
0.7140496395924197,5,2,0,0.44
1.338947304514404,6,2,0,0.44
0.4486675291046848,7,2,0,0.44
1.1975203218629726,8,2,0,0.44
1.1172197322382456,9,3,0,0.44
1.038535524896744,10,3,0,0.44
0.7317357314490976,11,3,0,0.44
0.47911704929010634,12,3,0,0.44
1.294996324920284,13,4,0,0.44
1.234515350145537,14,4,0,0.44
0.9459209591036204,15,4,0,0.44
0.6660169063150143,16,4,0,0.44
0.7376536464429171,17,5,0,0.44
0.9010545474280252,18,5,0,0.44
0.9790467064086765,19,5,0,0.44
1.1023794861635028,20,5,0,0.44
0.9119543222840805,21,6,0,0.44
0.9794789665219585,22,6,0,0.44
1.157124880872381,23,6,0,0.44
1.2071111156723573,24,6,0,0.44
1.0226565872990774,25,7,0,0.44
1.4312052386176608,26,7,0,0.44
0.9541674231718672,27,7,0,0.44
0.866246547997495,28,7,0,0.44
1.3262309441617195,29,8,0,0.44
0.801736161385753,30,8,0,0.44
1.1633694878465728,31,8,0,0.44
0.9642638472851252,32,8,0,0.44
1.0263659125166344,1,1,0,0.46
0.8902136658301496,2,1,0,0.46
1.2218638944373625,3,1,0,0.46
1.116161936501451,4,1,0,0.46
0.7451799761469347,5,2,0,0.46
1.305521020033528,6,2,0,0.46
0.5011482305051589,7,2,0,0.46
